"Pour plus d'informations sur le contenu de ce fichier et notamment pour interpréter les codes remarques associés aux analyses, veuillez vous reporter au fichier de métadonnées.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Code BSS";"Nom Station";"Code paramètre";"Paramètre";"Unité";"AN";"ECART_TYPE";"NB";"MEDIANE";"PERCENTILE_10";"PERCENTILE_90";"MINI";"MAXI";"MOYENNE";"Code remarque";"NBNONQUANT";"CODE_FRACTANALY"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1264";"2,4,5-T";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1264";"2,4,5-T";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1264";"2,4,5-T";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1266";"Terbuméton";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1266";"Terbuméton";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1266";"Terbuméton";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1266";"Terbuméton";"µg/L";"2017";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1266";"Terbuméton";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1266";"Terbuméton";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1267";"Terbuphos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1267";"Terbuphos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1267";"Terbuphos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2015";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2016";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1268";"Terbuthylazine";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2015";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2016";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2017";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1269";"Terbutryne";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1270";"Tétrachloréthane-1,1,1,2";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1270";"Tétrachloréthane-1,1,1,2";"µg/L";"2018";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1271";"Tétrachloréthane-1,1,2,2";"µg/L";"2012";"0";"2";"5";"5";"5";"5";"5";"5";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1271";"Tétrachloréthane-1,1,2,2";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1271";"Tétrachloréthane-1,1,2,2";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1272";"Tétrachloroéthylène";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1272";"Tétrachloroéthylène";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1272";"Tétrachloroéthylène";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1276";"Tétrachl.Carbone";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1276";"Tétrachl.Carbone";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1276";"Tétrachl.Carbone";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1277";"Tétrachlorvinphos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1277";"Tétrachlorvinphos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1277";"Tétrachlorvinphos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1278";"Toluene";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1278";"Toluene";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1278";"Toluene";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2015";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1280";"Triadiménol";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1281";"Triallate";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2012";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2013";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2014";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2015";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2016";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2017";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1283";"Trichlorobenzène-1,2,4";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1284";"Trichloréthane-1,1,1";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1284";"Trichloréthane-1,1,1";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1284";"Trichloréthane-1,1,1";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1285";"Trichloréthane-1,1,2";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1285";"Trichloréthane-1,1,2";"µg/L";"2018";"0";"2";",25";",25";",25";",25";",25";",25";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1286";"Trichloréthylène";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1286";"Trichloréthylène";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1286";"Trichloréthylène";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1287";"Trichlorfon";"µg/L";"2012";"0";"2";",0005";",0005";",0005";",0005";",0005";",0005";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1287";"Trichlorfon";"µg/L";"2015";"0";"3";",0005";",0005";",0005";",0005";",0005";",0005";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1287";"Trichlorfon";"µg/L";"2016";"0";"4";",0005";",0005";",0005";",0005";",0005";",0005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1287";"Trichlorfon";"µg/L";"2017";"0";"4";",0005";",0005";",0005";",0005";",0005";",0005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1287";"Trichlorfon";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1287";"Trichlorfon";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1288";"Triclopyr";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1288";"Triclopyr";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1288";"Triclopyr";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1288";"Triclopyr";"µg/L";"2015";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1288";"Triclopyr";"µg/L";"2016";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1288";"Triclopyr";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1288";"Triclopyr";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2012";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2013";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2014";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2015";"0";"2";",009";",009";",009";",009";",009";",009";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2016";"0";"4";",009";",009";",009";",009";",009";",009";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2017";"0";"4";",009";",009";",009";",009";",009";",009";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1289";"Trifluraline";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1291";"Vinclozoline";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1292";"Xylène-ortho";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1292";"Xylène-ortho";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1292";"Xylène-ortho";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1293";"Xylène-méta";"µg/L";"2012";"0";"2";",4";",4";",4";",4";",4";",4";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1294";"Xylène-para";"µg/L";"2012";"0";"2";",4";",4";",4";",4";",4";",4";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2012";",2219609575278198935411709065771726632204";"4";",46";",41";",89";",41";",89";",56";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2013";",4100812927538473641201618364435786104325";"4";",63";",46";"1,4";",46";"1,4";",845";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2014";",5533534132902769038453001455454891841217";"4";",19";",19";"1,3";",19";"1,3";",47";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2015";",2081665999466132735282297706979931487025";"3";",2";",1";",5";",1";",5";",2666666666666666666666666666666666666667";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2016";",1732050807568877293527446341505872366942";"4";",4";",1";",5";",1";",5";",35";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2017";",1030776406404415137455352463993519256286";"4";",1";",1";",3";",1";",3";",1875";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2018";"2,82842712474619009760337744841939615714";"2";"1,2";"1,2";"5,2";"1,2";"5,2";"3,2";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2019";",75";"4";",9";",4";"1,9";",4";"1,9";"1,275";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1295";"Turbidité Néphélométrique";"NFU";"2020";",287228132326901432992530573410946465911";"4";",8";",3";",9";",3";",9";",725";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2012";"1,21209185570511390457676206735964723744";"4";"10";"9,9";"12,5";"9,9";"12,5";"10,875";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2013";"2,41298570240273077337898952958105032701";"4";"9,6";"6,2";"11,9";"6,2";"11,9";"9,525";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2014";"1,15289490703475079002385559556443793237";"4";"11,4";"10,6";"13,3";"10,6";"13,3";"11,875";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2015";"1,51437555888007296290462346239796171769";"3";"10,3";"9,9";"12,7";"9,9";"12,7";"10,96666666666666666666666666666666666667";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2016";"1,5019431857874429377011577682273993271";"4";"10,4";"10,1";"13,3";"10,1";"13,3";"11,475";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2017";"2,08166599946613273528229770697993148702";"4";"9,8";"9,6";"14";"9,6";"14";"10,9";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2018";",7778174593052022768409287983153339432133";"2";"12,5";"12,5";"13,6";"12,5";"13,6";"13,05";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2019";"1,35646599662505362781291126532519382104";"4";"11";"10,4";"13,4";"10,4";"13,4";"11,8";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1301";"Température de l'Eau";"°C";"2020";"1,12398102000582435695101835892186171322";"4";"11,5";"10,9";"13,5";"10,9";"13,5";"12,05";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2012";",125";"4";"7,55";"7,4";"7,7";"7,4";"7,7";"7,5625";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2013";",15";"4";"7,4";"7,4";"7,7";"7,4";"7,7";"7,475";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2014";",1414213562373095048801688724209698078569";"4";"7,4";"7,4";"7,7";"7,4";"7,7";"7,5";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2015";",1154700538379251529018297561003914918512";"3";"7,5";"7,5";"7,7";"7,5";"7,7";"7,56666666666666666666666666666666666667";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2016";",2380476142847616665999799937122421759589";"4";"7,6";"7,2";"7,7";"7,2";"7,7";"7,55";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2017";",2160246899469286743655322478695998885902";"4";"7,5";"7,2";"7,7";"7,2";"7,7";"7,5";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2018";",2121320343559642573202533086314547117854";"2";"7,2";"7,2";"7,5";"7,2";"7,5";"7,35";"1";"0";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1302";"pH";"unité pH";"2019";",0577350269189625764509148780501957455648";"4";"7,4";"7,4";"7,5";"7,4";"7,5";"7,45";"1";"0";"23"
