"Pour plus d'informations sur le contenu de ce fichier et notamment pour interpréter les codes remarques associés aux analyses, veuillez vous reporter au fichier de métadonnées.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Code BSS";"Nom Station";"Code paramètre";"Paramètre";"Unité";"AN";"ECART_TYPE";"NB";"MEDIANE";"PERCENTILE_10";"PERCENTILE_90";"MINI";"MAXI";"MOYENNE";"Code remarque";"NBNONQUANT";"CODE_FRACTANALY"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2565";"Flupyrsulfuron meth sod";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2565";"Flupyrsulfuron meth sod";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2565";"Flupyrsulfuron meth sod";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2565";"Flupyrsulfuron meth sod";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2565";"Flupyrsulfuron meth sod";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2565";"Flupyrsulfuron meth sod";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2567";"Furathiocarbe";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2567";"Furathiocarbe";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2567";"Furathiocarbe";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2015";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2576";"Pyraclostrobine";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2578";"Mesosulfuron methyle";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2610";"4-tert-butylphénol";"µg/L";"2012";"0";"4";",5";",5";",5";",5";",5";",5";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2610";"4-tert-butylphénol";"µg/L";"2013";"0";"4";",5";",5";",5";",5";",5";",5";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2610";"4-tert-butylphénol";"µg/L";"2014";"0";"4";",5";",5";",5";",5";",5";",5";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2610";"4-tert-butylphénol";"µg/L";"2015";"0";"2";",09";",09";",09";",09";",09";",09";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2610";"4-tert-butylphénol";"µg/L";"2016";"0";"4";",09";",09";",09";",09";",09";",09";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2610";"4-tert-butylphénol";"µg/L";"2017";"0";"4";",09";",09";",09";",09";",09";",09";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2611";"Chloroprène";"µg/L";"2012";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2611";"Chloroprène";"µg/L";"2017";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2611";"Chloroprène";"µg/L";"2018";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2612";"Hexachloropentadiene";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2612";"Hexachloropentadiene";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2612";"Hexachloropentadiene";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2614";"Nitrobenzène";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2614";"Nitrobenzène";"µg/L";"2019";"0";"3";",05";",05";",05";",05";",05";",05";"10";"3";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2615";"2-Naphtol";"µg/L";"2012";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2615";"2-Naphtol";"µg/L";"2013";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2615";"2-Naphtol";"µg/L";"2014";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2615";"2-Naphtol";"µg/L";"2015";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2615";"2-Naphtol";"µg/L";"2016";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2615";"2-Naphtol";"µg/L";"2017";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2616";"4,4'-Dihydroxybiphenyl";"µg/L";"2018";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2616";"4,4'-Dihydroxybiphenyl";"µg/L";"2019";"0";"4";"1";"1";"1";"1";"1";"1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2629";"Ethynyl estradiol";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2643";"Dimethylétoxynethene";"µg/L";"2018";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2643";"Dimethylétoxynethene";"µg/L";"2019";"0";"4";"1";"1";"1";"1";"1";"1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2664";"Spiroxamine";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2669";"Picoxystrobine";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2673";"EGterTBE";"µg/L";"2018";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2015";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2018";"0";"2";",001";",001";",001";",001";",001";",001";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2678";"Trifloxystrobine";"µg/L";"2019";"0";"4";",001";",001";",001";",001";",001";",001";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2715";"Chlorure de benzylidene";"µg/L";"2018";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2722";"Isothiocyanate de methyle";"µg/L";"2012";"0";"4";"1";"1";"1";"1";"1";"1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2722";"Isothiocyanate de methyle";"µg/L";"2013";"0";"4";"1";"1";"1";"1";"1";"1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2722";"Isothiocyanate de methyle";"µg/L";"2014";"0";"4";"1";"1";"1";"1";"1";"1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2722";"Isothiocyanate de methyle";"µg/L";"2017";"0";"2";"1";"1";"1";"1";"1";"1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2722";"Isothiocyanate de methyle";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2729";"Cycloxydime";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2737";"Desmethylnorflurazon";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2737";"Desmethylnorflurazon";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2737";"Desmethylnorflurazon";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2738";"Desméthylisoproturon";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2738";"Desméthylisoproturon";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2738";"Desméthylisoproturon";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2738";"Desméthylisoproturon";"µg/L";"2017";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2738";"Desméthylisoproturon";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2738";"Desméthylisoproturon";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2742";"Fénazaquin";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2742";"Fénazaquin";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2743";"Fenhexamid";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2744";"Fosthiazate";"µg/L";"2015";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2744";"Fosthiazate";"µg/L";"2016";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2744";"Fosthiazate";"µg/L";"2017";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2744";"Fosthiazate";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2744";"Fosthiazate";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2750";"Mecoprop-1-octyl ester";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2766";"Bisphenol A";"µg/L";"2015";",0435889894354067355223698198385961565914";"4";",06";",06";",15";",06";",15";",07";"1";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2766";"Bisphenol A";"µg/L";"2016";"0";"4";",06";",06";",06";",06";",06";",06";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2766";"Bisphenol A";"µg/L";"2017";"0";"4";",06";",06";",06";",06";",06";",06";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2787";"Triphenyl phosphate";"µg/L";"2015";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2787";"Triphenyl phosphate";"µg/L";"2016";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2787";"Triphenyl phosphate";"µg/L";"2017";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2787";"Triphenyl phosphate";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2787";"Triphenyl phosphate";"µg/L";"2019";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2806";"Foramsulfuron";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2807";"Isoxadifen-éthyle";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2807";"Isoxadifen-éthyle";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2807";"Isoxadifen-éthyle";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2810";"Florasulam";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2012";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2013";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2014";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2015";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2016";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2017";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2814";"2-Chloro-3-nitrotoluene";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2815";"2-chloro-4-nitrotoluene";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
